date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,check_total
2024-02-28,276-75-6884,A,Banglore,Normal,Female,Health And Beauty,68.71,3,10.3065,216.4365,10:05,Cash,206.13,4.761904762,10.3065,8.7,216.4365
2024-02-29,109-86-4363,B,Hyderabad,Member,Female,Sports And Travel,60.08,7,21.028,441.588,11:36,Credit Card,420.56,4.761904762,21.028,4.5,441.588
2024-03-01,569-76-2760,A,Banglore,Member,Female,Sports And Travel,22.01,4,4.402,92.442,18:15,Credit Card,88.04,4.761904762,4.402,6.6,92.44200000000001
2024-03-04,222-42-0244,B,Hyderabad,Member,Female,Health And Beauty,72.11,9,32.4495,681.4395,13:53,Credit Card,648.99,4.761904762,32.4495,7.7,681.4395
2024-03-05,760-53-9233,A,Banglore,Member,Male,Fashion Accessories,41.28,3,6.192,130.032,18:37,Credit Card,123.84,4.761904762,6.192,8.5,130.032
2024-03-06,538-22-0304,C,Vizag,Normal,Male,Electronic Accessories,64.95,10,32.475,681.975,18:27,Cash,649.5,4.761904762,32.475,5.2,681.975
2024-03-07,416-17-9926,A,Banglore,Member,Female,Electronic Accessories,74.22,10,37.11,779.31,14:42,Credit Card,742.2,4.761904762,37.11,4.3,779.3100000000001
2024-03-08,237-44-6163,A,Banglore,Normal,Male,Electronic Accessories,10.56,8,4.224,88.704,17:43,Cash,84.48,4.761904762,4.224,7.6,88.70400000000001
2024-03-11,636-17-0325,B,Hyderabad,Normal,Male,Health And Beauty,62.57,4,12.514,262.794,18:37,Cash,250.28,4.761904762,12.514,9.5,262.794
2024-03-12,343-75-9322,B,Hyderabad,Member,Female,Sports And Travel,11.85,8,4.74,99.54,16:34,Cash,94.8,4.761904762,4.74,4.1,99.53999999999999
2024-03-13,528-14-9470,A,Banglore,Member,Male,Health And Beauty,91.3,1,4.565,95.865,14:42,Ewallet,91.3,4.761904762,4.565,9.2,95.865
2024-03-14,427-45-9297,B,Hyderabad,Member,Female,Home And Lifestyle,40.73,7,14.2555,299.3655,11:01,Ewallet,285.11,4.761904762,14.2555,5.4,299.36549999999994
2024-03-15,807-34-3742,A,Banglore,Normal,Male,Fashion Accessories,52.38,1,2.619,54.999,19:44,Cash,52.38,4.761904762,2.619,5.8,54.999
2024-03-18,288-62-1085,A,Banglore,Member,Male,Fashion Accessories,38.54,5,9.635,202.335,13:34,Ewallet,192.7,4.761904762,9.635,5.6,202.33499999999998
2024-03-19,670-71-7306,B,Hyderabad,Normal,Male,Sports And Travel,44.63,6,13.389,281.169,20:08,Credit Card,267.78,4.761904762,13.389,5.1,281.16900000000004
2024-03-20,660-29-7083,C,Vizag,Normal,Male,Electronic Accessories,55.87,10,27.935,586.635,15:01,Cash,558.7,4.761904762,27.935,5.8,586.6349999999999
2024-03-21,271-77-8740,C,Vizag,Member,Female,Sports And Travel,29.22,6,8.766,184.086,11:40,Ewallet,175.32,4.761904762,8.766,5.0,184.08599999999998
2024-03-22,497-36-0989,A,Banglore,Normal,Male,Fashion Accessories,51.94,3,7.791,163.611,15:21,Cash,155.82,4.761904762,7.791,7.9,163.611
2024-03-25,291-59-1384,B,Hyderabad,Normal,Male,Electronic Accessories,60.3,1,3.015,63.315,17:38,Cash,60.3,4.761904762,3.015,6.0,63.315
2024-03-26,860-73-6466,A,Banglore,Member,Female,Sports And Travel,39.47,2,3.947,82.887,16:16,Credit Card,78.94,4.761904762,3.947,5.0,82.887
2024-03-27,549-23-9016,C,Vizag,Member,Female,Food And Beverages,14.87,2,1.487,31.227,18:15,Credit Card,29.74,4.761904762,1.487,8.9,31.226999999999997
2024-03-28,896-34-0956,A,Banglore,Normal,Male,Fashion Accessories,21.32,1,1.066,22.386,12:43,Cash,21.32,4.761904762,1.066,5.9,22.386
2024-03-29,804-38-3935,A,Banglore,Member,Male,Electronic Accessories,93.78,3,14.067,295.407,11:32,Credit Card,281.34,4.761904762,14.067,5.9,295.40700000000004
2024-04-01,585-90-0249,A,Banglore,Member,Male,Electronic Accessories,73.26,1,3.663,76.923,18:08,Ewallet,73.26,4.761904762,3.663,9.7,76.923
2024-04-02,862-29-5914,C,Vizag,Normal,Female,Sports And Travel,22.38,1,1.119,23.499,17:08,Credit Card,22.38,4.761904762,1.119,8.6,23.499
2024-04-03,845-94-6841,C,Vizag,Member,Female,Food And Beverages,72.88,9,32.796,688.716,19:38,Cash,655.92,4.761904762,32.796,4.0,688.716
2024-04-04,125-45-2293,A,Banglore,Normal,Female,Fashion Accessories,99.1,6,29.73,624.33,13:11,Cash,594.6,4.761904762,29.73,4.2,624.3299999999999
2024-04-05,843-73-4724,A,Banglore,Normal,Male,Fashion Accessories,74.1,1,3.705,77.805,11:05,Cash,74.1,4.761904762,3.705,9.2,77.80499999999999
2024-04-08,409-33-9708,A,Banglore,Normal,Female,Fashion Accessories,98.48,2,9.848,206.808,10:12,Ewallet,196.96,4.761904762,9.848,9.2,206.80800000000002
2024-04-09,658-66-3967,C,Vizag,Normal,Male,Health And Beauty,53.19,7,18.6165,390.9465,15:42,Ewallet,372.33,4.761904762,18.6165,5.0,390.94649999999996
2024-04-10,866-70-2814,B,Hyderabad,Normal,Female,Electronic Accessories,52.79,10,26.395,554.295,11:58,Ewallet,527.9,4.761904762,26.395,10.0,554.295
2024-04-11,160-22-2687,A,Banglore,Member,Female,Health And Beauty,95.95,5,23.9875,503.7375,14:21,Ewallet,479.75,4.761904762,23.9875,8.8,503.7375
2024-04-12,895-03-6665,B,Hyderabad,Normal,Female,Fashion Accessories,36.51,9,16.4295,345.0195,10:52,Cash,328.59,4.761904762,16.4295,4.2,345.0195
2024-04-15,770-42-8960,B,Hyderabad,Normal,Male,Food And Beverages,21.12,8,8.448,177.408,19:31,Cash,168.96,4.761904762,8.448,6.3,177.40800000000002
2024-04-16,748-45-2862,A,Banglore,Member,Female,Home And Lifestyle,28.31,4,5.662,118.902,18:35,Cash,113.24,4.761904762,5.662,8.2,118.902
2024-04-17,234-36-2483,B,Hyderabad,Normal,Male,Health And Beauty,57.59,6,17.277,362.817,13:51,Cash,345.54,4.761904762,17.277,5.1,362.817
2024-04-18,316-66-3011,A,Banglore,Member,Female,Food And Beverages,47.63,9,21.4335,450.1035,12:35,Cash,428.67,4.761904762,21.4335,5.0,450.1035
2024-04-19,848-95-6252,C,Vizag,Member,Female,Home And Lifestyle,86.27,1,4.3135,90.5835,13:24,Ewallet,86.27,4.761904762,4.3135,7.0,90.5835
2024-04-22,840-76-5966,A,Banglore,Member,Male,Sports And Travel,12.76,2,1.276,26.796,18:06,Ewallet,25.52,4.761904762,1.276,7.8,26.796
2024-04-23,152-03-4217,B,Hyderabad,Normal,Female,Home And Lifestyle,11.28,9,5.076,106.596,11:55,Credit Card,101.52,4.761904762,5.076,4.3,106.59599999999999
2024-04-24,533-66-5566,B,Hyderabad,Normal,Female,Home And Lifestyle,51.07,7,17.8745,375.3645,11:42,Cash,357.49,4.761904762,17.8745,7.0,375.3645
2024-04-25,124-31-1458,A,Banglore,Member,Female,Electronic Accessories,79.59,3,11.9385,250.7085,14:30,Cash,238.77,4.761904762,11.9385,6.6,250.70850000000002
2024-04-26,176-78-1170,C,Vizag,Member,Male,Health And Beauty,33.81,3,5.0715,106.5015,15:11,Ewallet,101.43,4.761904762,5.0715,7.3,106.50150000000001
2024-04-29,361-59-0574,B,Hyderabad,Member,Male,Sports And Travel,90.53,8,36.212,760.452,14:48,Credit Card,724.24,4.761904762,36.212,6.5,760.452
2024-04-30,101-81-4070,C,Vizag,Member,Female,Health And Beauty,62.82,2,6.282,131.922,12:36,Ewallet,125.64,4.761904762,6.282,4.9,131.922
2024-05-01,631-34-1880,C,Vizag,Member,Male,Food And Beverages,24.31,3,3.6465,76.5765,19:09,Credit Card,72.93,4.761904762,3.6465,4.3,76.5765
2024-05-02,852-82-2749,A,Banglore,Normal,Male,Sports And Travel,64.59,4,12.918,271.278,13:35,Ewallet,258.36,4.761904762,12.918,9.3,271.278
2024-05-03,873-14-6353,A,Banglore,Member,Male,Food And Beverages,24.82,7,8.687,182.427,10:33,Credit Card,173.74,4.761904762,8.687,7.1,182.42700000000002
2024-05-06,584-66-4073,C,Vizag,Normal,Male,Fashion Accessories,56.5,1,2.825,59.325,15:45,Ewallet,56.5,4.761904762,2.825,9.6,59.325
2024-05-07,544-55-9589,B,Hyderabad,Member,Female,Electronic Accessories,21.43,10,10.715,225.015,11:51,Cash,214.3,4.761904762,10.715,6.2,225.01500000000001
2024-05-08,166-19-2553,A,Banglore,Member,Male,Sports And Travel,89.06,6,26.718,561.078,17:26,Cash,534.36,4.761904762,26.718,9.9,561.078
2024-05-09,737-88-5876,A,Banglore,Member,Male,Home And Lifestyle,23.29,4,4.658,97.818,11:52,Credit Card,93.16,4.761904762,4.658,5.9,97.818
2024-05-10,154-87-7367,C,Vizag,Normal,Male,Home And Lifestyle,65.26,8,26.104,548.184,14:04,Ewallet,522.08,4.761904762,26.104,6.3,548.1840000000001
2024-05-13,885-56-0389,C,Vizag,Member,Male,Fashion Accessories,52.35,1,2.6175,54.9675,17:49,Cash,52.35,4.761904762,2.6175,4.0,54.9675
2024-05-14,608-05-3804,B,Hyderabad,Member,Male,Electronic Accessories,39.75,1,1.9875,41.7375,20:19,Cash,39.75,4.761904762,1.9875,6.1,41.7375
2024-05-15,448-61-3783,A,Banglore,Normal,Female,Electronic Accessories,90.02,8,36.008,756.168,16:08,Credit Card,720.16,4.761904762,36.008,4.5,756.168
2024-05-16,761-49-0439,B,Hyderabad,Member,Female,Electronic Accessories,12.1,8,4.84,101.64,10:17,Ewallet,96.8,4.761904762,4.84,8.6,101.64
2024-05-17,490-95-0021,B,Hyderabad,Member,Female,Food And Beverages,33.21,10,16.605,348.705,14:25,Ewallet,332.1,4.761904762,16.605,6.0,348.70500000000004
2024-05-20,115-38-7388,C,Vizag,Member,Female,Fashion Accessories,10.18,8,4.072,85.512,12:51,Credit Card,81.44,4.761904762,4.072,9.5,85.512
2024-05-21,311-13-6971,B,Hyderabad,Member,Male,Sports And Travel,31.99,10,15.995,335.895,15:18,Credit Card,319.9,4.761904762,15.995,9.9,335.895
2024-05-22,291-55-6563,A,Banglore,Member,Female,Home And Lifestyle,34.42,6,10.326,216.846,12:45,Ewallet,206.52,4.761904762,10.326,7.5,216.846
2024-05-23,548-48-3156,A,Banglore,Member,Female,Food And Beverages,83.34,2,8.334,175.014,13:37,Cash,166.68,4.761904762,8.334,7.6,175.014
2024-05-24,460-93-5834,A,Banglore,Normal,Male,Sports And Travel,45.58,7,15.953,335.013,10:03,Cash,319.06,4.761904762,15.953,5.0,335.013
2024-05-27,325-89-4209,A,Banglore,Member,Male,Food And Beverages,87.9,1,4.395,92.295,19:42,Ewallet,87.9,4.761904762,4.395,6.7,92.295
2024-05-28,884-80-6021,A,Banglore,Member,Female,Electronic Accessories,73.47,10,36.735,771.435,13:14,Ewallet,734.7,4.761904762,36.735,9.5,771.4350000000001
2024-05-29,137-74-8729,C,Vizag,Normal,Female,Fashion Accessories,12.19,8,4.876,102.396,12:47,Ewallet,97.52,4.761904762,4.876,6.8,102.396
2024-05-30,880-46-5796,A,Banglore,Member,Male,Sports And Travel,76.92,10,38.46,807.66,19:53,Ewallet,769.2,4.761904762,38.46,5.6,807.6600000000001
2024-05-31,389-70-2397,C,Vizag,Normal,Female,Health And Beauty,83.66,5,20.915,439.215,10:26,Cash,418.3,4.761904762,20.915,7.2,439.215
2024-06-03,114-35-5271,B,Hyderabad,Normal,Female,Electronic Accessories,57.91,8,23.164,486.444,15:06,Cash,463.28,4.761904762,23.164,8.1,486.44399999999996
2024-06-04,607-76-6216,C,Vizag,Member,Female,Fashion Accessories,92.49,5,23.1225,485.5725,16:35,Credit Card,462.45,4.761904762,23.1225,8.6,485.5725
2024-06-05,715-20-1673,B,Hyderabad,Normal,Male,Electronic Accessories,28.38,5,7.095,148.995,20:57,Cash,141.9,4.761904762,7.095,9.4,148.995
2024-06-06,811-35-1094,B,Hyderabad,Member,Male,Electronic Accessories,50.45,6,15.135,317.835,15:16,Credit Card,302.7,4.761904762,15.135,8.9,317.83500000000004
2024-06-07,699-88-1972,B,Hyderabad,Normal,Male,Health And Beauty,99.16,8,39.664,832.944,17:47,Credit Card,793.28,4.761904762,39.664,4.2,832.944
2024-06-10,781-84-8059,C,Vizag,Normal,Male,Fashion Accessories,60.74,7,21.259,446.439,16:23,Ewallet,425.18,4.761904762,21.259,5.0,446.439
2024-06-11,409-49-6995,C,Vizag,Member,Female,Food And Beverages,47.27,6,14.181,297.801,10:17,Cash,283.62,4.761904762,14.181,8.8,297.801
2024-06-12,725-54-0677,C,Vizag,Member,Male,Health And Beauty,85.6,7,29.96,629.16,13:50,Cash,599.2,4.761904762,29.96,5.3,629.16
2024-06-13,146-09-5432,A,Banglore,Member,Male,Food And Beverages,35.04,9,15.768,331.128,19:17,Ewallet,315.36,4.761904762,15.768,4.6,331.12800000000004
2024-06-14,377-79-7592,C,Vizag,Member,Female,Electronic Accessories,44.84,9,20.178,423.738,14:00,Credit Card,403.56,4.761904762,20.178,7.5,423.73800000000006
2024-06-17,509-10-0516,B,Hyderabad,Normal,Male,Home And Lifestyle,45.97,4,9.194,193.074,12:02,Ewallet,183.88,4.761904762,9.194,5.1,193.07399999999998
2024-06-18,595-94-9924,A,Banglore,Member,Female,Health And Beauty,27.73,5,6.9325,145.5825,20:21,Credit Card,138.65,4.761904762,6.9325,4.2,145.5825
2024-06-19,865-41-9075,A,Banglore,Normal,Male,Food And Beverages,11.53,7,4.0355,84.7455,17:35,Cash,80.71,4.761904762,4.0355,8.1,84.74549999999999
2024-06-20,545-07-8534,C,Vizag,Normal,Female,Health And Beauty,58.32,2,5.832,122.472,12:42,Ewallet,116.64,4.761904762,5.832,6.0,122.472
2024-06-21,118-62-1812,C,Vizag,Member,Female,Home And Lifestyle,78.38,4,15.676,329.196,17:56,Cash,313.52,4.761904762,15.676,7.9,329.19599999999997
2024-06-24,450-42-3339,C,Vizag,Normal,Male,Health And Beauty,84.61,10,42.305,888.405,18:58,Credit Card,846.1,4.761904762,42.305,8.8,888.405
2024-06-25,851-98-3555,B,Hyderabad,Normal,Female,Health And Beauty,82.88,5,20.72,435.12,14:08,Credit Card,414.4,4.761904762,20.72,6.6,435.12
2024-06-26,186-71-5196,A,Banglore,Member,Female,Food And Beverages,79.54,2,7.954,167.034,16:30,Ewallet,159.08,4.761904762,7.954,6.2,167.03400000000002
2024-06-27,624-01-8356,B,Hyderabad,Normal,Female,Home And Lifestyle,49.01,10,24.505,514.605,10:44,Credit Card,490.1,4.761904762,24.505,4.2,514.605
2024-06-28,313-66-9943,B,Hyderabad,Member,Female,Food And Beverages,29.15,3,4.3725,91.8225,20:29,Credit Card,87.45,4.761904762,4.3725,7.3,91.82249999999999
2024-07-01,151-27-8496,C,Vizag,Normal,Female,Electronic Accessories,56.13,4,11.226,235.746,11:43,Ewallet,224.52,4.761904762,11.226,8.6,235.746
2024-07-02,453-33-6436,A,Banglore,Normal,Female,Home And Lifestyle,93.12,8,37.248,782.208,10:09,Cash,744.96,4.761904762,37.248,6.8,782.2080000000001
2024-07-03,522-57-8364,A,Banglore,Member,Male,Fashion Accessories,51.34,8,20.536,431.256,10:00,Ewallet,410.72,4.761904762,20.536,7.6,431.25600000000003
2024-07-04,459-45-2396,A,Banglore,Member,Female,Food And Beverages,99.6,3,14.94,313.74,18:45,Cash,298.8,4.761904762,14.94,5.8,313.73999999999995
2024-07-05,717-96-4189,C,Vizag,Normal,Female,Electronic Accessories,35.49,6,10.647,223.587,12:40,Cash,212.94,4.761904762,10.647,4.1,223.587
2024-07-08,722-13-2115,C,Vizag,Member,Male,Sports And Travel,42.85,1,2.1425,44.9925,15:36,Credit Card,42.85,4.761904762,2.1425,9.3,44.9925
2024-07-09,749-81-8133,A,Banglore,Normal,Female,Fashion Accessories,94.67,4,18.934,397.614,12:04,Cash,378.68,4.761904762,18.934,6.8,397.61400000000003
2024-07-10,777-67-2495,B,Hyderabad,Normal,Male,Home And Lifestyle,68.97,3,10.3455,217.2555,11:26,Ewallet,206.91,4.761904762,10.3455,8.7,217.25549999999998
2024-07-11,636-98-3364,B,Hyderabad,Member,Female,Electronic Accessories,26.26,3,3.939,82.719,12:36,Ewallet,78.78,4.761904762,3.939,6.3,82.719
2024-07-12,246-55-6923,C,Vizag,Member,Female,Home And Lifestyle,35.79,9,16.1055,338.2155,15:06,Credit Card,322.11,4.761904762,16.1055,5.1,338.2155
2024-07-15,181-82-6255,B,Hyderabad,Normal,Female,Home And Lifestyle,16.37,6,4.911,103.131,10:58,Cash,98.22,4.761904762,4.911,7.0,103.131
2024-07-16,838-02-1821,C,Vizag,Member,Female,Home And Lifestyle,12.73,2,1.273,26.733,12:10,Credit Card,25.46,4.761904762,1.273,5.2,26.733
2024-07-17,887-42-0517,C,Vizag,Normal,Female,Sports And Travel,83.14,7,29.099,611.079,10:31,Credit Card,581.98,4.761904762,29.099,6.6,611.0790000000001
2024-07-18,457-12-0244,C,Vizag,Member,Female,Sports And Travel,35.22,6,10.566,221.886,13:49,Ewallet,211.32,4.761904762,10.566,6.5,221.886
2024-07-19,226-34-0034,B,Hyderabad,Normal,Female,Electronic Accessories,13.78,4,2.756,57.876,11:10,Ewallet,55.12,4.761904762,2.756,9.0,57.876
2024-07-22,321-49-7382,B,Hyderabad,Member,Male,Sports And Travel,88.31,1,4.4155,92.7255,17:38,Credit Card,88.31,4.761904762,4.4155,5.2,92.7255
2024-07-23,397-25-8725,A,Banglore,Member,Female,Health And Beauty,39.62,9,17.829,374.409,17:54,Credit Card,356.58,4.761904762,17.829,6.8,374.409
2024-07-24,431-66-2305,B,Hyderabad,Normal,Female,Electronic Accessories,88.25,9,39.7125,833.9625,20:51,Credit Card,794.25,4.761904762,39.7125,7.6,833.9625
2024-07-25,825-94-5922,B,Hyderabad,Normal,Male,Sports And Travel,25.31,2,2.531,53.151,19:26,Ewallet,50.62,4.761904762,2.531,7.2,53.150999999999996
2024-07-26,641-62-7288,B,Hyderabad,Normal,Male,Home And Lifestyle,99.92,6,29.976,629.496,13:33,Ewallet,599.52,4.761904762,29.976,7.1,629.496
2024-07-29,756-93-1854,C,Vizag,Member,Female,Fashion Accessories,83.35,2,8.335,175.035,14:05,Credit Card,166.7,4.761904762,8.335,9.5,175.035
2024-07-30,243-55-8457,A,Banglore,Normal,Female,Food And Beverages,74.44,10,37.22,781.62,11:40,Ewallet,744.4,4.761904762,37.22,5.1,781.62
2024-07-31,458-10-8612,C,Vizag,Normal,Male,Health And Beauty,64.08,7,22.428,470.988,12:27,Ewallet,448.56,4.761904762,22.428,7.6,470.988
2024-08-01,501-61-1753,B,Hyderabad,Normal,Female,Home And Lifestyle,63.15,6,18.945,397.845,20:24,Ewallet,378.9,4.761904762,18.945,9.8,397.84499999999997
2024-08-02,235-06-8510,C,Vizag,Member,Male,Home And Lifestyle,85.72,3,12.858,270.018,20:59,Ewallet,257.16,4.761904762,12.858,5.1,270.018
2024-08-05,433-08-7822,C,Vizag,Normal,Female,Health And Beauty,78.89,7,27.6115,579.8415,19:48,Ewallet,552.23,4.761904762,27.6115,7.5,579.8415
2024-08-06,361-85-2571,A,Banglore,Normal,Female,Sports And Travel,89.48,5,22.37,469.77,10:18,Cash,447.4,4.761904762,22.37,7.4,469.77000000000004
2024-08-07,131-70-8179,A,Banglore,Member,Female,Health And Beauty,92.09,3,13.8135,290.0835,16:27,Cash,276.27,4.761904762,13.8135,4.2,290.08349999999996
2024-08-08,500-02-2261,C,Vizag,Normal,Female,Food And Beverages,57.29,6,17.187,360.927,17:04,Ewallet,343.74,4.761904762,17.187,5.9,360.927
2024-08-09,720-72-2436,A,Banglore,Normal,Male,Food And Beverages,66.52,4,13.304,279.384,18:14,Ewallet,266.08,4.761904762,13.304,6.9,279.38399999999996
2024-08-12,702-83-5291,C,Vizag,Member,Male,Fashion Accessories,99.82,9,44.919,943.299,10:43,Cash,898.38,4.761904762,44.919,6.6,943.2989999999999
2024-08-13,809-69-9497,A,Banglore,Normal,Female,Home And Lifestyle,45.68,10,22.84,479.64,19:30,Ewallet,456.8,4.761904762,22.84,5.7,479.64
2024-08-14,449-16-6770,A,Banglore,Normal,Male,Health And Beauty,50.79,5,12.6975,266.6475,14:53,Credit Card,253.95,4.761904762,12.6975,5.3,266.6475
2024-08-15,333-23-2632,A,Banglore,Member,Male,Health And Beauty,10.08,7,3.528,74.088,20:14,Cash,70.56,4.761904762,3.528,4.2,74.08800000000001
2024-08-16,489-82-1237,A,Banglore,Normal,Female,Electronic Accessories,93.88,7,32.858,690.018,11:51,Credit Card,657.16,4.761904762,32.858,7.3,690.0179999999999
2024-08-19,859-97-6048,C,Vizag,Member,Male,Electronic Accessories,84.25,2,8.425,176.925,14:13,Credit Card,168.5,4.761904762,8.425,5.3,176.925
2024-08-20,676-10-2200,B,Hyderabad,Member,Male,Fashion Accessories,53.78,1,2.689,56.469,20:13,Ewallet,53.78,4.761904762,2.689,4.7,56.469
2024-08-21,373-88-1424,C,Vizag,Member,Male,Home And Lifestyle,35.81,5,8.9525,188.0025,18:44,Ewallet,179.05,4.761904762,8.9525,7.9,188.0025
2024-08-22,365-16-4334,B,Hyderabad,Normal,Female,Food And Beverages,26.43,8,10.572,222.012,14:26,Ewallet,211.44,4.761904762,10.572,8.9,222.012
2024-08-23,503-21-4385,B,Hyderabad,Member,Male,Health And Beauty,39.91,3,5.9865,125.7165,12:40,Ewallet,119.73,4.761904762,5.9865,9.3,125.7165
2024-08-26,305-89-2768,B,Hyderabad,Member,Female,Home And Lifestyle,21.9,3,3.285,68.985,18:43,Ewallet,65.7,4.761904762,3.285,4.7,68.98499999999999
2024-08-27,574-80-1489,B,Hyderabad,Member,Female,Food And Beverages,62.85,4,12.57,263.97,13:22,Ewallet,251.4,4.761904762,12.57,8.7,263.97
2024-08-28,784-08-0310,C,Vizag,Member,Female,Food And Beverages,21.04,4,4.208,88.368,13:58,Cash,84.16,4.761904762,4.208,7.6,88.368
2024-08-29,200-40-6154,B,Hyderabad,Member,Male,Home And Lifestyle,65.91,6,19.773,415.233,11:45,Cash,395.46,4.761904762,19.773,5.7,415.233
2024-08-30,846-10-0341,A,Banglore,Normal,Female,Fashion Accessories,42.57,7,14.8995,312.8895,11:51,Cash,297.99,4.761904762,14.8995,6.8,312.8895
2024-09-02,577-34-7579,C,Vizag,Member,Male,Food And Beverages,50.49,9,22.7205,477.1305,17:16,Cash,454.41,4.761904762,22.7205,5.4,477.13050000000004
2024-09-03,430-02-3888,B,Hyderabad,Normal,Male,Electronic Accessories,46.02,6,13.806,289.926,15:55,Cash,276.12,4.761904762,13.806,7.1,289.926
2024-09-04,867-47-1948,C,Vizag,Normal,Female,Home And Lifestyle,15.8,10,7.9,165.9,12:07,Cash,158.0,4.761904762,7.9,7.8,165.9
2024-09-05,384-59-6655,A,Banglore,Member,Female,Food And Beverages,98.66,9,44.397,932.337,15:07,Cash,887.94,4.761904762,44.397,8.4,932.337
2024-09-06,256-58-3609,C,Vizag,Member,Male,Fashion Accessories,91.98,1,4.599,96.579,15:29,Cash,91.98,4.761904762,4.599,9.8,96.57900000000001
2024-09-09,324-92-3863,A,Banglore,Member,Male,Electronic Accessories,20.89,2,2.089,43.869,18:45,Cash,41.78,4.761904762,2.089,9.8,43.869
2024-09-10,593-08-5916,A,Banglore,Normal,Female,Fashion Accessories,15.5,1,0.775,16.275,15:23,Credit Card,15.5,4.761904762,0.775,7.4,16.275
2024-09-11,364-34-2972,C,Vizag,Member,Male,Electronic Accessories,96.82,3,14.523,304.983,20:37,Cash,290.46,4.761904762,14.523,6.7,304.983
2024-09-12,794-42-3736,B,Hyderabad,Normal,Male,Food And Beverages,33.33,2,3.333,69.993,14:41,Credit Card,66.66,4.761904762,3.333,6.4,69.993
2024-09-13,172-42-8274,B,Hyderabad,Normal,Female,Electronic Accessories,38.27,2,3.827,80.367,18:18,Credit Card,76.54,4.761904762,3.827,5.8,80.367
2024-09-16,558-60-5016,A,Banglore,Normal,Female,Home And Lifestyle,33.3,9,14.985,314.685,15:27,Ewallet,299.7,4.761904762,14.985,7.2,314.685
2024-09-17,195-06-0432,A,Banglore,Member,Male,Home And Lifestyle,81.01,3,12.1515,255.1815,12:55,Credit Card,243.03,4.761904762,12.1515,9.3,255.18150000000003
2024-09-18,605-03-2706,A,Banglore,Normal,Female,Health And Beauty,15.8,3,2.37,49.77,18:02,Cash,47.4,4.761904762,2.37,9.5,49.77
2024-09-19,214-30-2776,B,Hyderabad,Member,Female,Electronic Accessories,34.49,5,8.6225,181.0725,19:44,Credit Card,172.45,4.761904762,8.6225,9.0,181.07250000000002
2024-09-20,746-04-1077,B,Hyderabad,Member,Female,Food And Beverages,84.63,10,42.315,888.615,11:36,Credit Card,846.3,4.761904762,42.315,9.0,888.615
2024-09-23,448-34-8700,B,Hyderabad,Member,Male,Home And Lifestyle,36.91,7,12.9185,271.2885,13:51,Ewallet,258.37,4.761904762,12.9185,6.7,271.2885
2024-09-24,452-04-8808,B,Hyderabad,Normal,Male,Electronic Accessories,87.08,7,30.478,640.038,15:17,Cash,609.56,4.761904762,30.478,5.5,640.0379999999999
2024-09-25,531-56-4728,A,Banglore,Normal,Male,Home And Lifestyle,80.08,3,12.012,252.252,15:29,Cash,240.24,4.761904762,12.012,5.4,252.252
2024-09-26,744-82-9138,C,Vizag,Normal,Male,Fashion Accessories,86.13,2,8.613,180.873,17:59,Cash,172.26,4.761904762,8.613,8.2,180.873
2024-09-27,883-69-1285,B,Hyderabad,Member,Male,Fashion Accessories,49.92,2,4.992,104.832,11:55,Credit Card,99.84,4.761904762,4.992,7.0,104.83200000000001
2024-09-30,221-25-5073,A,Banglore,Normal,Female,Food And Beverages,74.66,4,14.932,313.572,10:39,Cash,298.64,4.761904762,14.932,8.5,313.572
2024-10-01,518-71-6847,B,Hyderabad,Member,Male,Food And Beverages,26.6,6,7.98,167.58,15:10,Ewallet,159.6,4.761904762,7.98,4.9,167.58
2024-10-02,156-20-0370,B,Hyderabad,Normal,Female,Electronic Accessories,25.45,1,1.2725,26.7225,18:10,Credit Card,25.45,4.761904762,1.2725,5.1,26.7225
2024-10-03,151-33-7434,B,Hyderabad,Normal,Female,Food And Beverages,67.77,1,3.3885,71.1585,20:43,Credit Card,67.77,4.761904762,3.3885,6.5,71.15849999999999
2024-10-04,728-47-9078,C,Vizag,Member,Male,Food And Beverages,59.59,4,11.918,250.278,12:46,Cash,238.36,4.761904762,11.918,9.8,250.27800000000002
2024-10-07,809-46-1866,A,Banglore,Normal,Male,Health And Beauty,58.15,4,11.63,244.23,17:44,Cash,232.6,4.761904762,11.63,8.4,244.23
2024-10-08,139-32-4183,A,Banglore,Member,Female,Sports And Travel,97.48,9,43.866,921.186,14:19,Ewallet,877.32,4.761904762,43.866,7.4,921.186
2024-10-09,148-41-7930,C,Vizag,Normal,Male,Health And Beauty,99.96,7,34.986,734.706,10:33,Cash,699.72,4.761904762,34.986,6.1,734.7059999999999
2024-10-10,189-40-5216,C,Vizag,Normal,Male,Electronic Accessories,96.37,7,33.7295,708.3195,11:40,Cash,674.59,4.761904762,33.7295,6.0,708.3195000000001
2024-10-11,374-38-5555,B,Hyderabad,Normal,Female,Fashion Accessories,63.71,5,15.9275,334.4775,19:30,Ewallet,318.55,4.761904762,15.9275,8.5,334.4775
2024-10-14,764-44-8999,B,Hyderabad,Normal,Female,Health And Beauty,14.76,2,1.476,30.996,14:42,Ewallet,29.52,4.761904762,1.476,4.3,30.996
2024-10-15,552-44-5977,B,Hyderabad,Member,Male,Health And Beauty,62.0,8,24.8,520.8,19:08,Credit Card,496.0,4.761904762,24.8,6.2,520.8
